Technically possible output frequencies (fcw) of integrated cosine waveform (CW) Generator:
(with definition SW_FSTEP_MAX=128, default value 0 for RTC_CNTL_CK8M_DIV_SEL stays untouched)
setCwFrequency(): ftarget=1, fcw=122, abs(delta)=121, clk8mDiv=0, frequencyStep=1, stepSize=122.070312
setCwFrequency(): ftarget=3051, fcw=3051, abs(delta)=0, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3052, fcw=3051, abs(delta)=1, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3053, fcw=3051, abs(delta)=2, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3054, fcw=3051, abs(delta)=3, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3055, fcw=3051, abs(delta)=4, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3056, fcw=3051, abs(delta)=5, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3057, fcw=3051, abs(delta)=6, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3058, fcw=3051, abs(delta)=7, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3059, fcw=3051, abs(delta)=8, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3060, fcw=3051, abs(delta)=9, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3061, fcw=3051, abs(delta)=10, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3062, fcw=3051, abs(delta)=11, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3063, fcw=3051, abs(delta)=12, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3064, fcw=3051, abs(delta)=13, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3065, fcw=3051, abs(delta)=14, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3066, fcw=3051, abs(delta)=15, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3067, fcw=3051, abs(delta)=16, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3068, fcw=3051, abs(delta)=17, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3069, fcw=3051, abs(delta)=18, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3070, fcw=3051, abs(delta)=19, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3071, fcw=3051, abs(delta)=20, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3072, fcw=3051, abs(delta)=21, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3073, fcw=3051, abs(delta)=22, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3074, fcw=3051, abs(delta)=23, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3075, fcw=3051, abs(delta)=24, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3076, fcw=3051, abs(delta)=25, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3077, fcw=3051, abs(delta)=26, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3078, fcw=3051, abs(delta)=27, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3079, fcw=3051, abs(delta)=28, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3080, fcw=3051, abs(delta)=29, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3081, fcw=3051, abs(delta)=30, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3082, fcw=3051, abs(delta)=31, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3083, fcw=3051, abs(delta)=32, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3084, fcw=3051, abs(delta)=33, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3085, fcw=3051, abs(delta)=34, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3086, fcw=3051, abs(delta)=35, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3087, fcw=3051, abs(delta)=36, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3088, fcw=3051, abs(delta)=37, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3089, fcw=3051, abs(delta)=38, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3090, fcw=3051, abs(delta)=39, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3091, fcw=3051, abs(delta)=40, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3092, fcw=3051, abs(delta)=41, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3093, fcw=3051, abs(delta)=42, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3094, fcw=3051, abs(delta)=43, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3095, fcw=3051, abs(delta)=44, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3096, fcw=3051, abs(delta)=45, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3097, fcw=3051, abs(delta)=46, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3098, fcw=3051, abs(delta)=47, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3099, fcw=3051, abs(delta)=48, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3100, fcw=3051, abs(delta)=49, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3101, fcw=3051, abs(delta)=50, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3102, fcw=3051, abs(delta)=51, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3103, fcw=3051, abs(delta)=52, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3104, fcw=3051, abs(delta)=53, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3105, fcw=3051, abs(delta)=54, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3106, fcw=3051, abs(delta)=55, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3107, fcw=3051, abs(delta)=56, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3108, fcw=3051, abs(delta)=57, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3109, fcw=3051, abs(delta)=58, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3110, fcw=3051, abs(delta)=59, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3111, fcw=3051, abs(delta)=60, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3112, fcw=3051, abs(delta)=61, clk8mDiv=0, frequencyStep=25, stepSize=122.070312
setCwFrequency(): ftarget=3113, fcw=3173, abs(delta)=60, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3114, fcw=3173, abs(delta)=59, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3115, fcw=3173, abs(delta)=58, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3116, fcw=3173, abs(delta)=57, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3117, fcw=3173, abs(delta)=56, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3118, fcw=3173, abs(delta)=55, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3119, fcw=3173, abs(delta)=54, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3120, fcw=3173, abs(delta)=53, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3121, fcw=3173, abs(delta)=52, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3122, fcw=3173, abs(delta)=51, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3123, fcw=3173, abs(delta)=50, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3124, fcw=3173, abs(delta)=49, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3125, fcw=3173, abs(delta)=48, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3126, fcw=3173, abs(delta)=47, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3127, fcw=3173, abs(delta)=46, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3128, fcw=3173, abs(delta)=45, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3129, fcw=3173, abs(delta)=44, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3130, fcw=3173, abs(delta)=43, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3131, fcw=3173, abs(delta)=42, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3132, fcw=3173, abs(delta)=41, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3133, fcw=3173, abs(delta)=40, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3134, fcw=3173, abs(delta)=39, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3135, fcw=3173, abs(delta)=38, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3136, fcw=3173, abs(delta)=37, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3137, fcw=3173, abs(delta)=36, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3138, fcw=3173, abs(delta)=35, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3139, fcw=3173, abs(delta)=34, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3140, fcw=3173, abs(delta)=33, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3141, fcw=3173, abs(delta)=32, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3142, fcw=3173, abs(delta)=31, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3143, fcw=3173, abs(delta)=30, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3144, fcw=3173, abs(delta)=29, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3145, fcw=3173, abs(delta)=28, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3146, fcw=3173, abs(delta)=27, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3147, fcw=3173, abs(delta)=26, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3148, fcw=3173, abs(delta)=25, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3149, fcw=3173, abs(delta)=24, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3150, fcw=3173, abs(delta)=23, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3151, fcw=3173, abs(delta)=22, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3152, fcw=3173, abs(delta)=21, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3153, fcw=3173, abs(delta)=20, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3154, fcw=3173, abs(delta)=19, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3155, fcw=3173, abs(delta)=18, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3156, fcw=3173, abs(delta)=17, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3157, fcw=3173, abs(delta)=16, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3158, fcw=3173, abs(delta)=15, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3159, fcw=3173, abs(delta)=14, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3160, fcw=3173, abs(delta)=13, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3161, fcw=3173, abs(delta)=12, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3162, fcw=3173, abs(delta)=11, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3163, fcw=3173, abs(delta)=10, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3164, fcw=3173, abs(delta)=9, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3165, fcw=3173, abs(delta)=8, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3166, fcw=3173, abs(delta)=7, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3167, fcw=3173, abs(delta)=6, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3168, fcw=3173, abs(delta)=5, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3169, fcw=3173, abs(delta)=4, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3170, fcw=3173, abs(delta)=3, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3171, fcw=3173, abs(delta)=2, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3172, fcw=3173, abs(delta)=1, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3173, fcw=3173, abs(delta)=0, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3174, fcw=3173, abs(delta)=1, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3175, fcw=3173, abs(delta)=2, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3176, fcw=3173, abs(delta)=3, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3177, fcw=3173, abs(delta)=4, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3178, fcw=3173, abs(delta)=5, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3179, fcw=3173, abs(delta)=6, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3180, fcw=3173, abs(delta)=7, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3181, fcw=3173, abs(delta)=8, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3182, fcw=3173, abs(delta)=9, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3183, fcw=3173, abs(delta)=10, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3184, fcw=3173, abs(delta)=11, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3185, fcw=3173, abs(delta)=12, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3186, fcw=3173, abs(delta)=13, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3187, fcw=3173, abs(delta)=14, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3188, fcw=3173, abs(delta)=15, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3189, fcw=3173, abs(delta)=16, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3190, fcw=3173, abs(delta)=17, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3191, fcw=3173, abs(delta)=18, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3192, fcw=3173, abs(delta)=19, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3193, fcw=3173, abs(delta)=20, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3194, fcw=3173, abs(delta)=21, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3195, fcw=3173, abs(delta)=22, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3196, fcw=3173, abs(delta)=23, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3197, fcw=3173, abs(delta)=24, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3198, fcw=3173, abs(delta)=25, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3199, fcw=3173, abs(delta)=26, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3200, fcw=3173, abs(delta)=27, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3201, fcw=3173, abs(delta)=28, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3202, fcw=3173, abs(delta)=29, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3203, fcw=3173, abs(delta)=30, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3204, fcw=3173, abs(delta)=31, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3205, fcw=3173, abs(delta)=32, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3206, fcw=3173, abs(delta)=33, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3207, fcw=3173, abs(delta)=34, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3208, fcw=3173, abs(delta)=35, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3209, fcw=3173, abs(delta)=36, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3210, fcw=3173, abs(delta)=37, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3211, fcw=3173, abs(delta)=38, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3212, fcw=3173, abs(delta)=39, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3213, fcw=3173, abs(delta)=40, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3214, fcw=3173, abs(delta)=41, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3215, fcw=3173, abs(delta)=42, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3216, fcw=3173, abs(delta)=43, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3217, fcw=3173, abs(delta)=44, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3218, fcw=3173, abs(delta)=45, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3219, fcw=3173, abs(delta)=46, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3220, fcw=3173, abs(delta)=47, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3221, fcw=3173, abs(delta)=48, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3222, fcw=3173, abs(delta)=49, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3223, fcw=3173, abs(delta)=50, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3224, fcw=3173, abs(delta)=51, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3225, fcw=3173, abs(delta)=52, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3226, fcw=3173, abs(delta)=53, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3227, fcw=3173, abs(delta)=54, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3228, fcw=3173, abs(delta)=55, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3229, fcw=3173, abs(delta)=56, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3230, fcw=3173, abs(delta)=57, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3231, fcw=3173, abs(delta)=58, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3232, fcw=3173, abs(delta)=59, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3233, fcw=3173, abs(delta)=60, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3234, fcw=3173, abs(delta)=61, clk8mDiv=0, frequencyStep=26, stepSize=122.070312
setCwFrequency(): ftarget=3235, fcw=3295, abs(delta)=60, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3236, fcw=3295, abs(delta)=59, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3237, fcw=3295, abs(delta)=58, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3238, fcw=3295, abs(delta)=57, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3239, fcw=3295, abs(delta)=56, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3240, fcw=3295, abs(delta)=55, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3241, fcw=3295, abs(delta)=54, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3242, fcw=3295, abs(delta)=53, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3243, fcw=3295, abs(delta)=52, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3244, fcw=3295, abs(delta)=51, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3245, fcw=3295, abs(delta)=50, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3246, fcw=3295, abs(delta)=49, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3247, fcw=3295, abs(delta)=48, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3248, fcw=3295, abs(delta)=47, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
setCwFrequency(): ftarget=3249, fcw=3295, abs(delta)=46, clk8mDiv=0, frequencyStep=27, stepSize=122.070312
